x,Stream,stream,Season,num,d,date,time,new.time,dt,station,temp,oxy,light,bp,z,dtime,bpcalc,sondemetabmodel
,TIP,River,Summer,39,NA,7/20/2022,23:38:00,6.6,7/20/2022 23:38,up,27.102,5.42,0,753.8291,0.71,(07/20/22 23:38:00),732.602487,5.243164361
,TIP,River,Summer,40,NA,7/20/2022,23:48:00,6.8,7/20/2022 23:48,up,27.093,5.35,0,753.8291,0.71,(07/20/22 23:48:00),732.6018597,5.21273161
,TIP,River,Summer,41,NA,7/20/2022,23:58:00,6.9,7/20/2022 23:58,up,27.059,5.34,0,753.8291,0.71,(07/20/22 23:58:00),732.5994898,5.183420751
,TIP,River,Summer,42,NA,7/21/2022,0:08:00,7.1,7/21/2022 0:08,up,27.034,5.32,0,753.8291,0.71,(07/21/22 00:08:00),732.5977468,5.15525045
,TIP,River,Summer,43,NA,7/21/2022,0:18:00,7.3,7/21/2022 0:18,up,27.017,5.3,0,753.8291,0.71,(07/21/22 00:18:00),732.5965615,5.128155734
,TIP,River,Summer,44,NA,7/21/2022,0:28:00,7.4,7/21/2022 0:28,up,26.983,5.27,0,753.8291,0.71,(07/21/22 00:28:00),732.5941903,5.102078046
,TIP,River,Summer,45,NA,7/21/2022,0:38:00,7.6,7/21/2022 0:38,up,26.924,5.26,0,753.8291,0.71,(07/21/22 00:38:00),732.5900745,5.077021751
,TIP,River,Summer,46,NA,7/21/2022,0:48:00,7.8,7/21/2022 0:48,up,26.915,5.2,0,753.8291,0.71,(07/21/22 00:48:00),732.5894465,5.053009296
,TIP,River,Summer,47,NA,7/21/2022,0:58:00,7.9,7/21/2022 0:58,up,26.89,5.17,0,753.8291,0.71,(07/21/22 00:58:00),732.5877019,5.029879221
,TIP,River,Summer,48,NA,7/21/2022,1:08:00,8.1,7/21/2022 1:08,up,26.864,5.18,0,753.8291,0.71,(07/21/22 01:08:00),732.5858872,5.00763833
,TIP,River,Summer,49,NA,7/21/2022,1:18:00,8.3,7/21/2022 1:18,up,26.847,5.13,0,753.8291,0.71,(07/21/22 01:18:00),732.5847005,4.986256767
,TIP,River,Summer,50,NA,7/21/2022,1:28:00,8.4,7/21/2022 1:28,up,26.822,5.14,0,753.8291,0.71,(07/21/22 01:28:00),732.5829551,4.965680311
,TIP,River,Summer,51,NA,7/21/2022,1:38:00,8.6,7/21/2022 1:38,up,26.78,5.12,0,753.5752,0.71,(07/21/22 01:38:00),732.3332792,4.945849411
,TIP,River,Summer,52,NA,7/21/2022,1:48:00,8.8,7/21/2022 1:48,up,26.78,5.12,0,753.5752,0.71,(07/21/22 01:48:00),732.3332792,4.926782516
,TIP,River,Summer,53,NA,7/21/2022,1:58:00,8.9,7/21/2022 1:58,up,26.746,5.07,0,753.5752,0.71,(07/21/22 01:58:00),732.3309052,4.908392507
,TIP,River,Summer,54,NA,7/21/2022,2:08:00,9.1,7/21/2022 2:08,up,26.712,5.07,0,753.5752,0.71,(07/21/22 02:08:00),732.3285307,4.890738108
,TIP,River,Summer,55,NA,7/21/2022,2:18:00,9.3,7/21/2022 2:18,up,26.686,5.06,0,753.5752,0.71,(07/21/22 02:18:00),732.3267145,4.87379328
,TIP,River,Summer,56,NA,7/21/2022,2:28:00,9.4,7/21/2022 2:28,up,26.652,5.03,0,753.5752,0.71,(07/21/22 02:28:00),732.324339,4.857510965
,TIP,River,Summer,57,NA,7/21/2022,2:38:00,9.6,7/21/2022 2:38,up,26.619,5.01,0,753.5752,0.71,(07/21/22 02:38:00),732.3220328,4.841886596
,TIP,River,Summer,58,NA,7/21/2022,2:48:00,9.8,7/21/2022 2:48,up,26.619,4.94,0,753.5752,0.71,(07/21/22 02:48:00),732.3220328,4.826899579
,TIP,River,Summer,59,NA,7/21/2022,2:58:00,9.9,7/21/2022 2:58,up,26.619,4.97,0,753.5752,0.71,(07/21/22 02:58:00),732.3220328,4.812445715
,TIP,River,Summer,60,NA,7/21/2022,3:08:00,10.1,7/21/2022 3:08,up,26.568,4.94,0,753.5752,0.71,(07/21/22 03:08:00),732.3184678,4.798495312
,TIP,River,Summer,61,NA,7/21/2022,3:18:00,10.3,7/21/2022 3:18,up,26.542,4.92,0,753.5752,0.71,(07/21/22 03:18:00),732.3166499,4.785160818
,TIP,River,Summer,62,NA,7/21/2022,3:28:00,10.4,7/21/2022 3:28,up,26.517,4.94,0,753.5752,0.71,(07/21/22 03:28:00),732.3149016,4.772358295
,TIP,River,Summer,63,NA,7/21/2022,3:38:00,10.6,7/21/2022 3:38,up,26.5,4.92,0,753.8291,0.71,(07/21/22 03:38:00),732.560449,4.760115705
,TIP,River,Summer,64,NA,7/21/2022,3:48:00,10.8,7/21/2022 3:48,up,26.475,4.8,0,753.8291,0.71,(07/21/22 03:48:00),732.5586997,4.748391052
,TIP,River,Summer,65,NA,7/21/2022,3:58:00,10.9,7/21/2022 3:58,up,26.441,4.8,0,753.8291,0.71,(07/21/22 03:58:00),732.5563201,4.737135087
,TIP,River,Summer,66,NA,7/21/2022,4:08:00,11.1,7/21/2022 4:08,up,26.441,4.81,0,753.8291,0.71,(07/21/22 04:08:00),732.5563201,4.726361852
,TIP,River,Summer,67,NA,7/21/2022,4:18:00,11.3,7/21/2022 4:18,up,26.39,4.81,0,753.8291,0.71,(07/21/22 04:18:00),732.5527497,4.715956284
,TIP,River,Summer,68,NA,7/21/2022,4:28:00,11.4,7/21/2022 4:28,up,26.39,4.83,0,754.3369,0.71,(07/21/22 04:28:00),733.0462173,4.706140674
,TIP,River,Summer,69,NA,7/21/2022,4:38:00,11.6,7/21/2022 4:38,up,26.365,4.79,0,754.3369,0.71,(07/21/22 04:38:00),733.0444655,4.696760733
,TIP,River,Summer,70,NA,7/21/2022,4:48:00,11.8,7/21/2022 4:48,up,26.348,4.69,0,754.3369,0.71,(07/21/22 04:48:00),733.0432741,4.687769218
,TIP,River,Summer,71,NA,7/21/2022,4:58:00,11.9,7/21/2022 4:58,up,26.289,4.7,0,754.3369,0.71,(07/21/22 04:58:00),733.0391383,4.679119817
,TIP,River,Summer,72,NA,7/21/2022,5:08:00,12.1,7/21/2022 5:08,up,26.306,4.72,0,754.3369,0.71,(07/21/22 05:08:00),733.0403301,4.670926919
,TIP,River,Summer,73,NA,7/21/2022,5:18:00,12.3,7/21/2022 5:18,up,26.28,4.65,0,754.3369,0.71,(07/21/22 05:18:00),733.0385072,4.662972891
,TIP,River,Summer,74,NA,7/21/2022,5:28:00,12.4,7/21/2022 5:28,up,26.272,4.65,0,754.3369,0.71,(07/21/22 05:28:00),733.0379463,4.655361292
,TIP,River,Summer,75,NA,7/21/2022,5:38:00,12.6,7/21/2022 5:38,up,26.213,4.61,0,754.5908,0.71,(07/21/22 05:38:00),733.280538,4.648066796
,TIP,River,Summer,76,NA,7/21/2022,5:48:00,12.8,7/21/2022 5:48,up,26.213,4.47,0,754.5908,0.71,(07/21/22 05:48:00),733.280538,4.641223155
,TIP,River,Summer,77,NA,7/21/2022,5:58:00,12.9,7/21/2022 5:58,up,26.179,4.55,0,754.5908,0.71,(07/21/22 05:58:00),733.2781519,4.634609221
,TIP,River,Summer,78,NA,7/21/2022,6:08:00,13.1,7/21/2022 6:08,up,26.154,4.58,0,754.5908,0.71,(07/21/22 06:08:00),733.276397,4.628303937
,TIP,River,Summer,79,NA,7/21/2022,6:18:00,13.3,7/21/2022 6:18,up,26.128,4.62,0,754.5908,0.71,(07/21/22 06:18:00),733.2745717,4.622273586
,TIP,River,Summer,80,NA,7/21/2022,6:28:00,13.4,7/21/2022 6:28,up,26.103,4.57,6,755.3525,0.71,(07/21/22 06:28:00),734.0129974,4.616846738
,TIP,River,Summer,81,NA,7/21/2022,6:38:00,13.6,7/21/2022 6:38,up,26.069,4.38,6,755.3525,0.71,(07/21/22 06:38:00),734.0106072,4.611996312
,TIP,River,Summer,82,NA,7/21/2022,6:48:00,13.8,7/21/2022 6:48,up,26.061,4.43,6,755.3525,0.71,(07/21/22 06:48:00),734.0100447,4.607397733
,TIP,River,Summer,83,NA,7/21/2022,6:58:00,13.9,7/21/2022 6:58,up,26.035,4.52,6,755.3525,0.71,(07/21/22 06:58:00),734.0082164,4.602971189
,TIP,River,Summer,84,NA,7/21/2022,7:08:00,14.1,7/21/2022 7:08,up,26.027,4.52,6,755.3525,0.71,(07/21/22 07:08:00),734.0076538,4.5987616
,TIP,River,Summer,85,NA,7/21/2022,7:18:00,14.3,7/21/2022 7:18,up,26.002,4.57,6,755.3525,0.71,(07/21/22 07:18:00),734.0058954,4.594710518
,TIP,River,Summer,86,NA,7/21/2022,7:28:00,14.4,7/21/2022 7:28,up,25.976,4.6,216,756.1142,0.71,(07/21/22 07:28:00),734.7442386,4.597730139
,TIP,River,Summer,87,NA,7/21/2022,7:38:00,14.6,7/21/2022 7:38,up,25.943,4.33,216,756.1142,0.71,(07/21/22 07:38:00),734.7419144,4.607573056
,TIP,River,Summer,88,NA,7/21/2022,7:48:00,14.8,7/21/2022 7:48,up,25.934,4.45,216,756.1142,0.71,(07/21/22 07:48:00),734.7412804,4.617150741
,TIP,River,Summer,89,NA,7/21/2022,7:58:00,14.9,7/21/2022 7:58,up,25.909,4.54,216,756.1142,0.71,(07/21/22 07:58:00),734.7395192,4.626407599
,TIP,River,Summer,90,NA,7/21/2022,8:08:00,15.1,7/21/2022 8:08,up,25.9,4.58,216,756.1142,0.71,(07/21/22 08:08:00),734.7388851,4.635400279
,TIP,River,Summer,91,NA,7/21/2022,8:18:00,15.3,7/21/2022 8:18,up,25.892,4.62,216,756.1142,0.71,(07/21/22 08:18:00),734.7383214,4.644098643
,TIP,River,Summer,92,NA,7/21/2022,8:28:00,15.4,7/21/2022 8:28,up,25.9,4.66,737,756.622,0.71,(07/21/22 08:28:00),735.2323296,4.669315347
,TIP,River,Summer,93,NA,7/21/2022,8:38:00,15.6,7/21/2022 8:38,up,25.867,4.56,737,756.622,0.71,(07/21/22 08:38:00),735.2300026,4.710421851
,TIP,River,Summer,94,NA,7/21/2022,8:48:00,15.8,7/21/2022 8:48,up,25.9,4.69,737,756.622,0.71,(07/21/22 08:48:00),735.2323296,4.750183356
,TIP,River,Summer,95,NA,7/21/2022,8:58:00,15.9,7/21/2022 8:58,up,25.909,4.82,737,756.622,0.71,(07/21/22 08:58:00),735.2329641,4.788475126
,TIP,River,Summer,96,NA,7/21/2022,9:08:00,16.1,7/21/2022 9:08,up,25.917,4.96,737,756.622,0.71,(07/21/22 09:08:00),735.2335281,4.825407613
,TIP,River,Summer,97,NA,7/21/2022,9:18:00,16.3,7/21/2022 9:18,up,25.951,5.03,737,756.622,0.71,(07/21/22 09:18:00),735.2359248,4.861034076
,TIP,River,Summer,98,NA,7/21/2022,9:28:00,16.4,7/21/2022 9:28,up,25.976,5.11,1077,756.8759,0.71,(07/21/22 09:28:00),735.4844108,4.906280818
,TIP,River,Summer,99,NA,7/21/2022,9:38:00,16.6,7/21/2022 9:38,up,25.968,4.85,1077,756.8759,0.71,(07/21/22 09:38:00),735.4838468,4.96082933
,TIP,River,Summer,100,NA,7/21/2022,9:48:00,16.8,7/21/2022 9:48,up,26.035,5,1077,756.8759,0.71,(07/21/22 09:48:00),735.4885691,5.013490287
,TIP,River,Summer,101,NA,7/21/2022,9:58:00,16.9,7/21/2022 9:58,up,26.052,5.13,1077,756.8759,0.71,(07/21/22 09:58:00),735.489767,5.0641377
,TIP,River,Summer,102,NA,7/21/2022,10:08:00,17.1,7/21/2022 10:08,up,26.086,5.24,1077,756.8759,0.71,(07/21/22 10:08:00),735.4921623,5.112964367
,TIP,River,Summer,103,NA,7/21/2022,10:18:00,17.3,7/21/2022 10:18,up,26.128,5.32,1077,756.8759,0.71,(07/21/22 10:18:00),735.4951205,5.15998818
,TIP,River,Summer,104,NA,7/21/2022,10:28:00,17.4,7/21/2022 10:28,up,26.162,5.41,1337,756.8759,0.71,(07/21/22 10:28:00),735.4975147,5.213585514
,TIP,River,Summer,105,NA,7/21/2022,10:38:00,17.6,7/21/2022 10:38,up,26.213,5.27,1337,756.8759,0.71,(07/21/22 10:38:00),735.5011049,5.273538745
,TIP,River,Summer,106,NA,7/21/2022,10:48:00,17.8,7/21/2022 10:48,up,26.238,5.39,1337,756.8759,0.71,(07/21/22 10:48:00),735.5028644,5.331247809
,TIP,River,Summer,107,NA,7/21/2022,10:58:00,17.9,7/21/2022 10:58,up,26.314,5.52,1337,756.8759,0.71,(07/21/22 10:58:00),735.5082114,5.38683929
,TIP,River,Summer,108,NA,7/21/2022,11:08:00,18.1,7/21/2022 11:08,up,26.348,5.6,1337,756.8759,0.71,(07/21/22 11:08:00),735.5106026,5.440267657
,TIP,River,Summer,109,NA,7/21/2022,11:18:00,18.3,7/21/2022 11:18,up,26.416,5.66,1337,756.8759,0.71,(07/21/22 11:18:00),735.5153834,5.491697825
,TIP,River,Summer,110,NA,7/21/2022,11:28:00,18.4,7/21/2022 11:28,up,26.475,5.75,1666,757.1298,0.71,(07/21/22 11:28:00),735.7662655,5.551707314
,TIP,River,Summer,111,NA,7/21/2022,11:38:00,18.6,7/21/2022 11:38,up,26.542,5.63,1666,757.1298,0.71,(07/21/22 11:38:00),735.7709737,5.620004458
,TIP,River,Summer,112,NA,7/21/2022,11:48:00,18.8,7/21/2022 11:48,up,26.585,5.74,1666,757.1298,0.71,(07/21/22 11:48:00),735.7739943,5.685686805
,TIP,River,Summer,113,NA,7/21/2022,11:58:00,18.9,7/21/2022 11:58,up,26.686,5.83,1666,757.1298,0.71,(07/21/22 11:58:00),735.7810858,5.748867355
,TIP,River,Summer,114,NA,7/21/2022,12:08:00,19.1,7/21/2022 12:08,up,26.729,5.89,1666,757.1298,0.71,(07/21/22 12:08:00),735.7841035,5.809517299
,TIP,River,Summer,115,NA,7/21/2022,12:18:00,19.3,7/21/2022 12:18,up,26.796,5.98,1666,757.1298,0.71,(07/21/22 12:18:00),735.7888038,5.867849457
,TIP,River,Summer,116,NA,7/21/2022,12:28:00,19.4,7/21/2022 12:28,up,26.856,6.05,1867,756.8759,0.71,(07/21/22 12:28:00),735.5462665,5.930278843
,TIP,River,Summer,117,NA,7/21/2022,12:38:00,19.6,7/21/2022 12:38,up,26.932,6.11,1867,756.8759,0.71,(07/21/22 12:38:00),735.5515918,5.996656087
,TIP,River,Summer,118,NA,7/21/2022,12:48:00,19.8,7/21/2022 12:48,up,27,6.11,1867,756.8759,0.71,(07/21/22 12:48:00),735.5563543,6.060404437
,TIP,River,Summer,119,NA,7/21/2022,12:58:00,19.9,7/21/2022 12:58,up,27.059,6.27,1867,756.8759,0.71,(07/21/22 12:58:00),735.5604847,6.121638535
,TIP,River,Summer,120,NA,7/21/2022,13:08:00,20.1,7/21/2022 13:08,up,27.136,6.46,1867,756.8759,0.71,(07/21/22 13:08:00),735.5658729,6.180446441
,TIP,River,Summer,121,NA,7/21/2022,13:18:00,20.3,7/21/2022 13:18,up,27.204,6.5,1867,756.8759,0.71,(07/21/22 13:18:00),735.570629,6.236871825
,TIP,River,Summer,122,NA,7/21/2022,13:28:00,20.4,7/21/2022 13:28,up,27.263,6.52,2011,756.622,0.71,(07/21/22 13:28:00),735.3279995,6.295591417
,TIP,River,Summer,123,NA,7/21/2022,13:38:00,20.6,7/21/2022 13:38,up,27.331,6.51,2011,756.622,0.71,(07/21/22 13:38:00),735.3327501,6.356527228
,TIP,River,Summer,124,NA,7/21/2022,13:48:00,20.8,7/21/2022 13:48,up,27.373,6.59,2011,756.622,0.71,(07/21/22 13:48:00),735.3356832,6.415034999
,TIP,River,Summer,125,NA,7/21/2022,13:58:00,20.9,7/21/2022 13:58,up,27.458,6.69,2011,756.622,0.71,(07/21/22 13:58:00),735.3416168,6.471207223
,TIP,River,Summer,126,NA,7/21/2022,14:08:00,21.1,7/21/2022 14:08,up,27.501,6.71,2011,756.622,0.71,(07/21/22 14:08:00),735.3446172,6.525069049
,TIP,River,Summer,127,NA,7/21/2022,14:18:00,21.3,7/21/2022 14:18,up,27.543,6.72,2011,756.622,0.71,(07/21/22 14:18:00),735.3475471,6.576805312
,TIP,River,Summer,128,NA,7/21/2022,14:28:00,21.4,7/21/2022 14:28,up,27.586,6.76,2024,756.622,0.71,(07/21/22 14:28:00),735.3505459,6.626906615
,TIP,River,Summer,129,NA,7/21/2022,14:38:00,21.6,7/21/2022 14:38,up,27.671,6.68,2024,756.622,0.71,(07/21/22 14:38:00),735.3564712,6.675362998
,TIP,River,Summer,130,NA,7/21/2022,14:48:00,21.8,7/21/2022 14:48,up,27.714,6.68,2024,756.622,0.71,(07/21/22 14:48:00),735.3594674,6.721770656
,TIP,River,Summer,131,NA,7/21/2022,14:58:00,21.9,7/21/2022 14:58,up,27.739,6.73,2024,756.622,0.71,(07/21/22 14:58:00),735.361209,6.766333073
,TIP,River,Summer,132,NA,7/21/2022,15:08:00,22.1,7/21/2022 15:08,up,27.773,6.8,2024,756.622,0.71,(07/21/22 15:08:00),735.3635772,6.809145275
,TIP,River,Summer,133,NA,7/21/2022,15:18:00,22.3,7/21/2022 15:18,up,27.816,6.8,2024,756.622,0.71,(07/21/22 15:18:00),735.3665714,6.850231024
,TIP,River,Summer,134,NA,7/21/2022,15:28:00,22.4,7/21/2022 15:28,up,27.858,6.88,2050,756.622,0.71,(07/21/22 15:28:00),735.3694952,6.890462335
,TIP,River,Summer,135,NA,7/21/2022,15:38:00,22.6,7/21/2022 15:38,up,27.918,6.7,2050,756.622,0.71,(07/21/22 15:38:00),735.3736707,6.929837606
,TIP,River,Summer,136,NA,7/21/2022,15:48:00,22.8,7/21/2022 15:48,up,27.935,6.79,2050,756.622,0.71,(07/21/22 15:48:00),735.3748534,6.967584078
,TIP,River,Summer,137,NA,7/21/2022,15:58:00,22.9,7/21/2022 15:58,up,27.961,6.83,2050,756.622,0.71,(07/21/22 15:58:00),735.3766621,7.003849893
,TIP,River,Summer,138,NA,7/21/2022,16:08:00,23.1,7/21/2022 16:08,up,27.969,6.85,2050,756.622,0.71,(07/21/22 16:08:00),735.3772186,7.038699519
,TIP,River,Summer,139,NA,7/21/2022,16:18:00,23.3,7/21/2022 16:18,up,28.003,6.89,2050,756.622,0.71,(07/21/22 16:18:00),735.3795831,7.072178789
,TIP,River,Summer,140,NA,7/21/2022,16:28:00,23.4,7/21/2022 16:28,up,28.003,6.86,656,756.3681,0.71,(07/21/22 16:28:00),735.1328115,7.059639659
,TIP,River,Summer,141,NA,7/21/2022,16:38:00,23.6,7/21/2022 16:38,up,28.054,6.75,656,756.3681,0.71,(07/21/22 16:38:00),735.1363561,7.002766946
,TIP,River,Summer,142,NA,7/21/2022,16:48:00,23.8,7/21/2022 16:48,up,28.071,6.84,656,756.3681,0.71,(07/21/22 16:48:00),735.1375375,6.947838803
,TIP,River,Summer,143,NA,7/21/2022,16:58:00,23.9,7/21/2022 16:58,up,28.105,6.84,656,756.3681,0.71,(07/21/22 16:58:00),735.1398997,6.89483859
,TIP,River,Summer,144,NA,7/21/2022,17:08:00,24.1,7/21/2022 17:08,up,28.114,6.84,656,756.3681,0.71,(07/21/22 17:08:00),735.1405249,6.843700423
,TIP,River,Summer,145,NA,7/21/2022,17:18:00,24.3,7/21/2022 17:18,up,28.123,6.82,656,756.3681,0.71,(07/21/22 17:18:00),735.14115,6.794418005
,TIP,River,Summer,146,NA,7/21/2022,17:28:00,24.4,7/21/2022 17:28,up,28.105,6.8,1103,756.3681,0.71,(07/21/22 17:28:00),735.1398997,6.761284687
,TIP,River,Summer,147,NA,7/21/2022,17:38:00,24.6,7/21/2022 17:38,up,28.14,6.64,1103,756.3681,0.71,(07/21/22 17:38:00),735.1423308,6.743682009
,TIP,River,Summer,148,NA,7/21/2022,17:48:00,24.8,7/21/2022 17:48,up,28.14,6.68,1103,756.3681,0.71,(07/21/22 17:48:00),735.1423308,6.726645159
,TIP,River,Summer,149,NA,7/21/2022,17:58:00,24.9,7/21/2022 17:58,up,28.131,6.68,1103,756.3681,0.71,(07/21/22 17:58:00),735.1417057,6.710253789
,TIP,River,Summer,150,NA,7/21/2022,18:08:00,25.1,7/21/2022 18:08,up,28.174,6.7,1103,756.3681,0.71,(07/21/22 18:08:00),735.1446919,6.694424185
,TIP,River,Summer,151,NA,7/21/2022,18:18:00,25.3,7/21/2022 18:18,up,28.182,6.7,1103,756.3681,0.71,(07/21/22 18:18:00),735.1452474,6.679063098
,TIP,River,Summer,152,NA,7/21/2022,18:28:00,25.4,7/21/2022 18:28,up,28.174,6.67,882,756.1142,0.71,(07/21/22 18:28:00),734.8979163,6.657137517
,TIP,River,Summer,153,NA,7/21/2022,18:38:00,25.6,7/21/2022 18:38,up,28.182,6.63,882,756.1142,0.71,(07/21/22 18:38:00),734.8984716,6.628905767
,TIP,River,Summer,154,NA,7/21/2022,18:48:00,25.8,7/21/2022 18:48,up,28.182,6.59,882,756.1142,0.71,(07/21/22 18:48:00),734.8984716,6.601701474
,TIP,River,Summer,155,NA,7/21/2022,18:58:00,25.9,7/21/2022 18:58,up,28.182,6.54,882,756.1142,0.71,(07/21/22 18:58:00),734.8984716,6.575506242
,TIP,River,Summer,156,NA,7/21/2022,19:08:00,26.1,7/21/2022 19:08,up,28.191,6.49,882,756.1142,0.71,(07/21/22 19:08:00),734.8990963,6.550269807
,TIP,River,Summer,157,NA,7/21/2022,19:18:00,26.3,7/21/2022 19:18,up,28.199,6.46,882,756.1142,0.71,(07/21/22 19:18:00),734.8996515,6.525936302
,TIP,River,Summer,158,NA,7/21/2022,19:28:00,26.4,7/21/2022 19:28,up,28.191,6.41,499,755.6064,0.71,(07/21/22 19:28:00),734.4055441,6.490133056
,TIP,River,Summer,159,NA,7/21/2022,19:38:00,26.6,7/21/2022 19:38,up,28.208,6.41,499,755.6064,0.71,(07/21/22 19:38:00),734.4067232,6.443291265
,TIP,River,Summer,160,NA,7/21/2022,19:48:00,26.8,7/21/2022 19:48,up,28.199,6.35,499,755.6064,0.71,(07/21/22 19:48:00),734.406099,6.398157848
,TIP,River,Summer,161,NA,7/21/2022,19:58:00,26.9,7/21/2022 19:58,up,28.174,6.3,499,755.6064,0.71,(07/21/22 19:58:00),734.404365,6.354752287
,TIP,River,Summer,162,NA,7/21/2022,20:08:00,27.1,7/21/2022 20:08,up,28.148,6.28,499,755.6064,0.71,(07/21/22 20:08:00),734.4025612,6.31304876
,TIP,River,Summer,163,NA,7/21/2022,20:18:00,27.3,7/21/2022 20:18,up,28.131,6.24,499,755.6064,0.71,(07/21/22 20:18:00),734.4013817,6.272974052
,TIP,River,Summer,164,NA,7/21/2022,20:28:00,27.4,7/21/2022 20:28,up,28.123,6.2,91,755.6064,0.71,(07/21/22 20:28:00),734.4008266,6.221366801
,TIP,River,Summer,165,NA,7/21/2022,20:38:00,27.6,7/21/2022 20:38,up,28.105,6.16,91,755.6064,0.71,(07/21/22 20:38:00),734.3995775,6.158641378
,TIP,River,Summer,166,NA,7/21/2022,20:48:00,27.8,7/21/2022 20:48,up,28.08,6.1,91,755.6064,0.71,(07/21/22 20:48:00),734.3978424,6.098306088
,TIP,River,Summer,167,NA,7/21/2022,20:58:00,27.9,7/21/2022 20:58,up,28.046,6.08,91,755.6064,0.71,(07/21/22 20:58:00),734.3954822,6.04029478
,TIP,River,Summer,168,NA,7/21/2022,21:08:00,28.1,7/21/2022 21:08,up,27.995,6.03,91,755.6064,0.71,(07/21/22 21:08:00),734.3919409,5.984554111
,TIP,River,Summer,169,NA,7/21/2022,21:18:00,28.3,7/21/2022 21:18,up,27.961,5.96,91,755.6064,0.71,(07/21/22 21:18:00),734.3895793,5.931022718
,TIP,River,Summer,170,NA,7/21/2022,21:28:00,28.4,7/21/2022 21:28,up,27.952,5.88,0,756.1142,0.71,(07/21/22 21:28:00),734.8824951,5.876737578
,TIP,River,Summer,171,NA,7/21/2022,21:38:00,28.6,7/21/2022 21:38,up,27.918,5.83,0,756.1142,0.71,(07/21/22 21:38:00),734.8801313,5.821680873
,TIP,River,Summer,172,NA,7/21/2022,21:48:00,28.8,7/21/2022 21:48,up,27.901,5.75,0,756.1142,0.71,(07/21/22 21:48:00),734.8789492,5.768745707
,TIP,River,Summer,173,NA,7/21/2022,21:58:00,28.9,7/21/2022 21:58,up,27.875,5.71,0,756.1142,0.71,(07/21/22 21:58:00),734.8771411,5.717815438
,TIP,River,Summer,174,NA,7/21/2022,22:08:00,29.1,7/21/2022 22:08,up,27.841,5.65,0,756.1142,0.71,(07/21/22 22:08:00),734.8747761,5.668840015
,TIP,River,Summer,175,NA,7/21/2022,22:18:00,29.3,7/21/2022 22:18,up,27.807,5.61,0,756.1142,0.71,(07/21/22 22:18:00),734.8724106,5.62176398
,TIP,River,Summer,176,NA,7/21/2022,22:28:00,29.4,7/21/2022 22:28,up,27.79,5.58,0,756.622,0.71,(07/21/22 22:28:00),735.3647611,5.576604245
,TIP,River,Summer,177,NA,7/21/2022,22:38:00,29.6,7/21/2022 22:38,up,27.739,5.51,0,756.622,0.71,(07/21/22 22:38:00),735.361209,5.533260108
,TIP,River,Summer,178,NA,7/21/2022,22:48:00,29.8,7/21/2022 22:48,up,27.722,5.46,0,756.622,0.71,(07/21/22 22:48:00),735.3600248,5.491635643
,TIP,River,Summer,179,NA,7/21/2022,22:58:00,29.9,7/21/2022 22:58,up,27.654,5.42,0,756.622,0.71,(07/21/22 22:58:00),735.3552864,5.451598336
,TIP,River,Summer,180,NA,7/21/2022,23:08:00,30.1,7/21/2022 23:08,up,27.637,5.38,0,756.622,0.71,(07/21/22 23:08:00),735.3541014,5.413196829
,TIP,River,Summer,181,NA,7/21/2022,23:18:00,30.3,7/21/2022 23:18,up,27.594,5.37,0,756.622,0.71,(07/21/22 23:18:00),735.3511037,5.37625045
,TIP,River,Summer,182,NA,7/21/2022,23:28:00,30.4,7/21/2022 23:28,up,27.552,5.33,0,757.3837,0.71,(07/21/22 23:28:00),736.0884582,5.340912378
,TIP,River,Summer,183,NA,7/21/2022,23:38:00,30.6,7/21/2022 23:38,up,27.535,5.27,0,757.3837,0.71,(07/21/22 23:38:00),736.0872713,5.307114303
,TIP,River,Summer,184,NA,7/21/2022,23:48:00,30.8,7/21/2022 23:48,up,27.484,5.2,0,757.3837,0.71,(07/21/22 23:48:00),736.0837097,5.274596626
,TIP,River,Summer,185,NA,7/21/2022,23:58:00,30.9,7/21/2022 23:58,up,27.441,5.16,0,757.3837,0.71,(07/21/22 23:58:00),736.080706,5.24339281
,TIP,River,Summer,186,NA,7/22/2022,0:08:00,31.1,7/22/2022 0:08,up,27.407,5.12,0,757.3837,0.71,(07/22/22 00:08:00),736.0783303,5.213432126
,TIP,River,Summer,187,NA,7/22/2022,0:18:00,31.3,7/22/2022 0:18,up,27.373,5.08,0,757.3837,0.71,(07/22/22 00:18:00),736.075954,5.184645315
,TIP,River,Summer,188,NA,7/22/2022,0:28:00,31.4,7/22/2022 0:28,up,27.365,5.05,0,757.6376,0.71,(07/22/22 00:28:00),736.3221516,5.157035507
,TIP,River,Summer,189,NA,7/22/2022,0:38:00,31.6,7/22/2022 0:38,up,27.305,4.95,0,757.6376,0.71,(07/22/22 00:38:00),736.3179554,5.130495653
,TIP,River,Summer,190,NA,7/22/2022,0:48:00,31.8,7/22/2022 0:48,up,27.297,4.9,0,757.6376,0.71,(07/22/22 00:48:00),736.3173957,5.105065134
,TIP,River,Summer,191,NA,7/22/2022,0:58:00,31.9,7/22/2022 0:58,up,27.263,4.88,0,757.6376,0.71,(07/22/22 00:58:00),736.315017,5.080573835
,TIP,River,Summer,192,NA,7/22/2022,1:08:00,32.1,7/22/2022 1:08,up,27.246,4.91,0,757.6376,0.71,(07/22/22 01:08:00),736.3138274,5.057051577
