x,Stream,stream,Season,num,d,date,time,new.time,dt,station,temp,oxy,light,bp,z,dtime,bpcalc,sondemetabmodel
,TIP,River,Summer,193,NA,7/22/2022,1:18:00,32.3,7/22/2022 1:18,up,27.229,4.91,0,757.6376,0.71,(07/22/22 01:18:00),736.3126377,5.034420524
,TIP,River,Summer,194,NA,7/22/2022,1:28:00,32.4,7/22/2022 1:28,up,27.178,4.88,0,758.1454,0.71,(07/22/22 01:28:00),736.8025726,5.012741021
,TIP,River,Summer,195,NA,7/22/2022,1:38:00,32.6,7/22/2022 1:38,up,27.17,4.86,0,758.1454,0.71,(07/22/22 01:38:00),736.8020121,4.992065741
,TIP,River,Summer,196,NA,7/22/2022,1:48:00,32.8,7/22/2022 1:48,up,27.144,4.76,0,758.1454,0.71,(07/22/22 01:48:00),736.8001904,4.972152802
,TIP,River,Summer,197,NA,7/22/2022,1:58:00,32.9,7/22/2022 1:58,up,27.127,4.75,0,758.1454,0.71,(07/22/22 01:58:00),736.7989991,4.953019739
,TIP,River,Summer,198,NA,7/22/2022,2:08:00,33.1,7/22/2022 2:08,up,27.076,4.76,0,758.1454,0.71,(07/22/22 02:08:00),736.7954244,4.93460997
,TIP,River,Summer,199,NA,7/22/2022,2:18:00,33.3,7/22/2022 2:18,up,27.051,4.7,0,758.1454,0.71,(07/22/22 02:18:00),736.7936717,4.916984729
,TIP,River,Summer,200,NA,7/22/2022,2:28:00,33.4,7/22/2022 2:28,up,27.034,4.71,0,758.3993,0.71,(07/22/22 02:28:00),737.0392286,4.900100355
,TIP,River,Summer,201,NA,7/22/2022,2:38:00,33.6,7/22/2022 2:38,up,26.991,4.69,0,758.3993,0.71,(07/22/22 02:38:00),737.0362119,4.883904492
,TIP,River,Summer,202,NA,7/22/2022,2:48:00,33.8,7/22/2022 2:48,up,26.949,4.69,0,758.3993,0.71,(07/22/22 02:48:00),737.0332645,4.868387796
,TIP,River,Summer,203,NA,7/22/2022,2:58:00,33.9,7/22/2022 2:58,up,26.924,4.71,0,758.3993,0.71,(07/22/22 02:58:00),737.0315098,4.853526234
,TIP,River,Summer,204,NA,7/22/2022,3:08:00,34.1,7/22/2022 3:08,up,26.915,4.66,0,758.3993,0.71,(07/22/22 03:08:00),737.030878,4.83925737
,TIP,River,Summer,205,NA,7/22/2022,3:18:00,34.3,7/22/2022 3:18,up,26.864,4.62,0,758.3993,0.71,(07/22/22 03:18:00),737.0272971,4.825509583
,TIP,River,Summer,206,NA,7/22/2022,3:28:00,34.4,7/22/2022 3:28,up,26.839,4.6,0,758.6532,0.71,(07/22/22 03:28:00),737.2722857,4.812422076
,TIP,River,Summer,207,NA,7/22/2022,3:38:00,34.6,7/22/2022 3:38,up,26.822,4.63,0,758.6532,0.71,(07/22/22 03:38:00),737.2710913,4.799908317
,TIP,River,Summer,208,NA,7/22/2022,3:48:00,34.8,7/22/2022 3:48,up,26.788,4.58,0,758.6532,0.71,(07/22/22 03:48:00),737.2687019,4.78787479
,TIP,River,Summer,209,NA,7/22/2022,3:58:00,34.9,7/22/2022 3:58,up,26.746,4.53,0,758.6532,0.71,(07/22/22 03:58:00),737.2657496,4.776343654
,TIP,River,Summer,210,NA,7/22/2022,4:08:00,35.1,7/22/2022 4:08,up,26.712,4.53,0,758.6532,0.71,(07/22/22 04:08:00),737.263359,4.765318451
,TIP,River,Summer,211,NA,7/22/2022,4:18:00,35.3,7/22/2022 4:18,up,26.678,4.52,0,758.6532,0.71,(07/22/22 04:18:00),737.2609679,4.754760728
,TIP,River,Summer,212,NA,7/22/2022,4:28:00,35.4,7/22/2022 4:28,up,26.669,4.48,0,759.161,0.71,(07/22/22 04:28:00),737.7538157,4.74475689
,TIP,River,Summer,213,NA,7/22/2022,4:38:00,35.6,7/22/2022 4:38,up,26.627,4.49,0,759.161,0.71,(07/22/22 04:38:00),737.7508591,4.735214555
,TIP,River,Summer,214,NA,7/22/2022,4:48:00,35.8,7/22/2022 4:48,up,26.585,4.39,0,759.161,0.71,(07/22/22 04:48:00),737.7479017,4.726102807
,TIP,River,Summer,215,NA,7/22/2022,4:58:00,35.9,7/22/2022 4:58,up,26.542,4.43,0,759.161,0.71,(07/22/22 04:58:00),737.744873,4.717405532
,TIP,River,Summer,216,NA,7/22/2022,5:08:00,36.1,7/22/2022 5:08,up,26.534,4.42,0,759.161,0.71,(07/22/22 05:08:00),737.7443095,4.709121402
,TIP,River,Summer,217,NA,7/22/2022,5:18:00,36.3,7/22/2022 5:18,up,26.5,4.39,0,759.161,0.71,(07/22/22 05:18:00),737.741914,4.701139937
,TIP,River,Summer,218,NA,7/22/2022,5:28:00,36.4,7/22/2022 5:28,up,26.466,4.38,0,759.161,0.71,(07/22/22 05:28:00),737.7395179,4.693514734
,SHA,Stream,Summer,1,NA,9/2/2021,18:00:00,1,9/2/2021 18:00,up,18.9,8.99,621.6,765.22,0.26,(09/02/21 18:00:00),743.0763254,8.99
,SHA,Stream,Summer,2,NA,9/2/2021,18:10:00,1.2,9/2/2021 18:10,up,18.84,8.83,1119.3,765.15,0.26,(09/02/21 18:10:00),743.0038676,8.971113301
,SHA,Stream,Summer,3,NA,9/2/2021,18:20:00,1.3,9/2/2021 18:20,up,18.79,8.7,1127.7,765.15,0.26,(09/02/21 18:20:00),743.0001301,9.048817862
,SHA,Stream,Summer,4,NA,9/2/2021,18:30:00,1.5,9/2/2021 18:30,up,18.74,8.58,690.9,765.22,0.26,(09/02/21 18:30:00),743.0643645,9.041074262
,SHA,Stream,Summer,5,NA,9/2/2021,18:40:00,1.7,9/2/2021 18:40,up,18.67,8.46,716.1,765.15,0.26,(09/02/21 18:40:00),742.9911548,8.958252811
,SHA,Stream,Summer,6,NA,9/2/2021,18:50:00,1.8,9/2/2021 18:50,up,18.6,8.17,747.6,765.15,0.26,(09/02/21 18:50:00),742.9859159,8.893899002
,SHA,Stream,Summer,7,NA,9/2/2021,19:00:00,2,9/2/2021 19:00,up,18.52,8.15,480.9,765.15,0.26,(09/02/21 19:00:00),742.9799255,8.792206937
,SHA,Stream,Summer,8,NA,9/2/2021,19:10:00,2.2,9/2/2021 19:10,up,18.45,8.03,184.8,765.15,0.26,(09/02/21 19:10:00),742.9746812,8.59524057
,SHA,Stream,Summer,9,NA,9/2/2021,19:20:00,2.3,9/2/2021 19:20,up,18.38,7.91,270.9,765.15,0.26,(09/02/21 19:20:00),742.9694345,8.376466415
,SHA,Stream,Summer,10,NA,9/2/2021,19:30:00,2.5,9/2/2021 19:30,up,18.32,7.75,300.3,765.07,0.26,(09/02/21 19:30:00),742.8872548,8.198150911
,SHA,Stream,Summer,11,NA,9/2/2021,19:40:00,2.7,9/2/2021 19:40,up,18.26,7.61,289.8,765.15,0.26,(09/02/21 19:40:00),742.9604343,8.038875961
,SHA,Stream,Summer,12,NA,9/2/2021,19:50:00,2.8,9/2/2021 19:50,up,18.19,7.43,216.3,765.3,0.26,(09/02/21 19:50:00),743.1008297,7.878029025
,SHA,Stream,Summer,13,NA,9/2/2021,20:00:00,3,9/2/2021 20:00,up,18.11,7.27,218.4,765.15,0.26,(09/02/21 20:00:00),742.9491738,7.71804604
,SHA,Stream,Summer,14,NA,9/2/2021,20:10:00,3.2,9/2/2021 20:10,up,18.02,7.08,228.9,765.22,0.26,(09/02/21 20:10:00),743.0103803,7.574531474
,SHA,Stream,Summer,15,NA,9/2/2021,20:20:00,3.3,9/2/2021 20:20,up,17.93,6.92,172.2,765.3,0.26,(09/02/21 20:20:00),743.0812912,7.435315383
,SHA,Stream,Summer,16,NA,9/2/2021,20:30:00,3.5,9/2/2021 20:30,up,17.84,6.73,119.7,765.37,0.26,(09/02/21 20:30:00),743.1424869,7.288251022
,SHA,Stream,Summer,17,NA,9/2/2021,20:40:00,3.7,9/2/2021 20:40,up,17.74,6.62,92.4,765.45,0.26,(09/02/21 20:40:00),743.2126336,7.139434176
,SHA,Stream,Summer,18,NA,9/2/2021,20:50:00,3.8,9/2/2021 20:50,up,17.63,6.46,65.1,765.52,0.26,(09/02/21 20:50:00),743.2723102,6.993746871
,SHA,Stream,Summer,19,NA,9/2/2021,21:00:00,4,9/2/2021 21:00,up,17.53,6.33,29.4,765.52,0.26,(09/02/21 21:00:00),743.2647688,6.849308367
,SHA,Stream,Summer,20,NA,9/2/2021,21:10:00,4.2,9/2/2021 21:10,up,17.44,6.2,6.3,765.52,0.26,(09/02/21 21:10:00),743.2579771,6.70660039
,SHA,Stream,Summer,21,NA,9/2/2021,21:20:00,4.3,9/2/2021 21:20,up,17.34,6.1,2.1,765.6,0.26,(09/02/21 21:20:00),743.3280987,6.571282574
,SHA,Stream,Summer,22,NA,9/2/2021,21:30:00,4.5,9/2/2021 21:30,up,17.25,5.98,2.1,765.52,0.26,(09/02/21 21:30:00),743.2436255,6.447026771
,SHA,Stream,Summer,23,NA,9/2/2021,21:40:00,4.7,9/2/2021 21:40,up,17.17,5.91,2.1,765.75,0.26,(09/02/21 21:40:00),743.4608824,6.333660197
,SHA,Stream,Summer,24,NA,9/2/2021,21:50:00,4.8,9/2/2021 21:50,up,17.09,5.81,2.1,765.75,0.26,(09/02/21 21:50:00),743.454829,6.230230441
,SHA,Stream,Summer,25,NA,9/2/2021,22:00:00,5,9/2/2021 22:00,up,17.01,5.74,2.1,765.75,0.26,(09/02/21 22:00:00),743.4487723,6.135788963
,SHA,Stream,Summer,26,NA,9/2/2021,22:10:00,5.2,9/2/2021 22:10,up,16.94,5.68,2.1,765.75,0.26,(09/02/21 22:10:00),743.4434699,6.049576123
,SHA,Stream,Summer,27,NA,9/2/2021,22:20:00,5.3,9/2/2021 22:20,up,16.88,5.61,2.1,765.82,0.26,(09/02/21 22:20:00),743.5068835,5.970859893
,SHA,Stream,Summer,28,NA,9/2/2021,22:30:00,5.5,9/2/2021 22:30,up,16.82,5.57,2.1,765.67,0.26,(09/02/21 22:30:00),743.3567057,5.898868026
,SHA,Stream,Summer,29,NA,9/2/2021,22:40:00,5.7,9/2/2021 22:40,up,16.77,5.51,2.1,765.75,0.26,(09/02/21 22:40:00),743.4305823,5.833049577
,SHA,Stream,Summer,30,NA,9/2/2021,22:50:00,5.8,9/2/2021 22:50,up,16.73,5.48,2.1,765.82,0.26,(09/02/21 22:50:00),743.4955072,5.772930902
,SHA,Stream,Summer,31,NA,9/2/2021,23:00:00,6,9/2/2021 23:00,up,16.69,5.42,2.1,765.9,0.26,(09/02/21 23:00:00),743.5701392,5.717970258
,SHA,Stream,Summer,32,NA,9/2/2021,23:10:00,6.2,9/2/2021 23:10,up,16.66,5.4,2.1,765.82,0.26,(09/02/21 23:10:00),743.4901943,5.66767585
,SHA,Stream,Summer,33,NA,9/2/2021,23:20:00,6.3,9/2/2021 23:20,up,16.62,5.35,2.1,765.82,0.26,(09/02/21 23:20:00),743.4871572,5.621548982
,SHA,Stream,Summer,34,NA,9/2/2021,23:30:00,6.5,9/2/2021 23:30,up,16.6,5.32,2.1,765.75,0.26,(09/02/21 23:30:00),743.4176799,5.57934435
,SHA,Stream,Summer,35,NA,9/2/2021,23:40:00,6.7,9/2/2021 23:40,up,16.58,5.28,2.1,766.12,0.26,(09/02/21 23:40:00),743.7753695,5.540776023
,SHA,Stream,Summer,36,NA,9/2/2021,23:50:00,6.8,9/2/2021 23:50,up,16.55,5.28,2.1,765.6,0.26,(09/02/21 23:50:00),743.2682575,5.505320825
,SHA,Stream,Summer,37,NA,9/3/2021,0:00:00,7,9/3/2021 0:00,up,16.53,5.25,2.1,765.6,0.26,(09/03/21 00:00:00),743.2667384,5.472628696
,SHA,Stream,Summer,38,NA,9/3/2021,0:10:00,7.2,9/3/2021 0:10,up,16.5,5.23,2.1,765.6,0.26,(09/03/21 00:10:00),743.2644593,5.442652547
,SHA,Stream,Summer,39,NA,9/3/2021,0:20:00,7.3,9/3/2021 0:20,up,16.47,5.2,2.1,765.75,0.26,(09/03/21 00:20:00),743.4078032,5.415328084
,SHA,Stream,Summer,40,NA,9/3/2021,0:30:00,7.5,9/3/2021 0:30,up,16.43,5.23,2.1,765.67,0.26,(09/03/21 00:30:00),743.3270969,5.390393025
,SHA,Stream,Summer,41,NA,9/3/2021,0:40:00,7.7,9/3/2021 0:40,up,16.39,5.22,2.1,765.67,0.26,(09/03/21 00:40:00),743.3240557,5.367658279
,SHA,Stream,Summer,42,NA,9/3/2021,0:50:00,7.8,9/3/2021 0:50,up,16.35,5.21,2.1,766.05,0.26,(09/03/21 00:50:00),743.6899219,5.347176875
,SHA,Stream,Summer,43,NA,9/3/2021,1:00:00,8,9/3/2021 1:00,up,16.31,5.2,2.1,765.9,0.26,(09/03/21 01:00:00),743.5412564,5.328692358
,SHA,Stream,Summer,44,NA,9/3/2021,1:10:00,8.2,9/3/2021 1:10,up,16.27,5.24,2.1,765.75,0.26,(09/03/21 01:10:00),743.3925912,5.311779051
,SHA,Stream,Summer,45,NA,9/3/2021,1:20:00,8.3,9/3/2021 1:20,up,16.24,5.25,2.1,766.05,0.26,(09/03/21 01:20:00),743.6815477,5.296547898
,SHA,Stream,Summer,46,NA,9/3/2021,1:30:00,8.5,9/3/2021 1:30,up,16.2,5.22,2.1,766.05,0.26,(09/03/21 01:30:00),743.678501,5.282848073
,SHA,Stream,Summer,47,NA,9/3/2021,1:40:00,8.7,9/3/2021 1:40,up,16.17,5.23,2.1,765.75,0.26,(09/03/21 01:40:00),743.3849775,5.270348787
,SHA,Stream,Summer,48,NA,9/3/2021,1:50:00,8.8,9/3/2021 1:50,up,16.14,5.23,2.1,765.75,0.26,(09/03/21 01:50:00),743.3826923,5.258875216
,SHA,Stream,Summer,49,NA,9/3/2021,2:00:00,9,9/3/2021 2:00,up,16.11,5.23,2.1,765.6,0.26,(09/03/21 02:00:00),743.2347886,5.248420477
,SHA,Stream,Summer,50,NA,9/3/2021,2:10:00,9.2,9/3/2021 2:10,up,16.08,5.22,2.1,765.45,0.26,(09/03/21 02:10:00),743.0868854,5.238828444
,SHA,Stream,Summer,51,NA,9/3/2021,2:20:00,9.3,9/3/2021 2:20,up,16.05,5.23,2.1,765.45,0.26,(09/03/21 02:20:00),743.0845997,5.230105385
,SHA,Stream,Summer,52,NA,9/3/2021,2:30:00,9.5,9/3/2021 2:30,up,16.02,5.21,2.1,765.6,0.26,(09/03/21 02:30:00),743.2279304,5.222332157
,SHA,Stream,Summer,53,NA,9/3/2021,2:40:00,9.7,9/3/2021 2:40,up,15.99,5.22,2.1,765.6,0.26,(09/03/21 02:40:00),743.2256434,5.215433413
,SHA,Stream,Summer,54,NA,9/3/2021,2:50:00,9.8,9/3/2021 2:50,up,15.96,5.23,2.1,765.6,0.26,(09/03/21 02:50:00),743.2233559,5.209264961
,SHA,Stream,Summer,55,NA,9/3/2021,3:00:00,10,9/3/2021 3:00,up,15.93,5.21,2.1,765.67,0.26,(09/03/21 03:00:00),743.2890218,5.203803918
,SHA,Stream,Summer,56,NA,9/3/2021,3:10:00,10.2,9/3/2021 3:10,up,15.9,5.24,2.1,765.6,0.26,(09/03/21 03:10:00),743.2187795,5.198959322
,SHA,Stream,Summer,57,NA,9/3/2021,3:20:00,10.3,9/3/2021 3:20,up,15.87,5.23,2.1,765.37,0.26,(09/03/21 03:20:00),742.993215,5.194532589
,SHA,Stream,Summer,58,NA,9/3/2021,3:30:00,10.5,9/3/2021 3:30,up,15.83,5.23,2.1,765.52,0.26,(09/03/21 03:30:00),743.1357772,5.190584554
,SHA,Stream,Summer,59,NA,9/3/2021,3:40:00,10.7,9/3/2021 3:40,up,15.8,5.22,2.1,765.52,0.26,(09/03/21 03:40:00),743.1334875,5.187287301
,SHA,Stream,Summer,60,NA,9/3/2021,3:50:00,10.8,9/3/2021 3:50,up,15.76,5.26,2.1,765.67,0.26,(09/03/21 03:50:00),743.2760466,5.184493927
,SHA,Stream,Summer,61,NA,9/3/2021,4:00:00,11,9/3/2021 4:00,up,15.72,5.27,2.1,765.82,0.26,(09/03/21 04:00:00),743.4186038,5.182318789
,SHA,Stream,Summer,62,NA,9/3/2021,4:10:00,11.2,9/3/2021 4:10,up,15.69,5.25,2.1,765.82,0.26,(09/03/21 04:10:00),743.4163114,5.180655097
,SHA,Stream,Summer,63,NA,9/3/2021,4:20:00,11.3,9/3/2021 4:20,up,15.65,5.22,2.1,765.9,0.26,(09/03/21 04:20:00),743.4909135,5.17933143
,SHA,Stream,Summer,64,NA,9/3/2021,4:30:00,11.5,9/3/2021 4:30,up,15.62,5.22,2.1,765.75,0.26,(09/03/21 04:30:00),743.343009,5.178342759
,SHA,Stream,Summer,65,NA,9/3/2021,4:40:00,11.7,9/3/2021 4:40,up,15.59,5.21,2.1,765.82,0.26,(09/03/21 04:40:00),743.4086668,5.177578269
,SHA,Stream,Summer,66,NA,9/3/2021,4:50:00,11.8,9/3/2021 4:50,up,15.56,5.16,2.1,765.67,0.26,(09/03/21 04:50:00),743.2607625,5.177020285
,SHA,Stream,Summer,67,NA,9/3/2021,5:00:00,12,9/3/2021 5:00,up,15.52,5.16,2.1,765.67,0.26,(09/03/21 05:00:00),743.2577032,5.176600339
,SHA,Stream,Summer,68,NA,9/3/2021,5:10:00,12.2,9/3/2021 5:10,up,15.49,5.13,2.1,765.52,0.26,(09/03/21 05:10:00),743.1097993,5.176404639
,SHA,Stream,Summer,69,NA,9/3/2021,5:20:00,12.3,9/3/2021 5:20,up,15.46,5.15,2.1,765.6,0.26,(09/03/21 05:20:00),743.185162,5.176375807
,SHA,Stream,Summer,70,NA,9/3/2021,5:30:00,12.5,9/3/2021 5:30,up,15.43,5.16,2.1,765.67,0.26,(09/03/21 05:30:00),743.2508166,5.176610305
,SHA,Stream,Summer,71,NA,9/3/2021,5:40:00,12.7,9/3/2021 5:40,up,15.4,5.19,2.1,765.82,0.26,(09/03/21 05:40:00),743.3941277,5.177122534
,SHA,Stream,Summer,72,NA,9/3/2021,5:50:00,12.8,9/3/2021 5:50,up,15.37,5.24,2.1,765.6,0.26,(09/03/21 05:50:00),743.1782733,5.177746538
,SHA,Stream,Summer,73,NA,9/3/2021,6:00:00,13,9/3/2021 6:00,up,15.34,5.29,2.1,765.6,0.26,(09/03/21 06:00:00),743.1759761,5.178399029
,SHA,Stream,Summer,74,NA,9/3/2021,6:10:00,13.2,9/3/2021 6:10,up,15.31,5.28,2.1,765.45,0.26,(09/03/21 06:10:00),743.0280723,5.17911248
,SHA,Stream,Summer,75,NA,9/3/2021,6:20:00,13.3,9/3/2021 6:20,up,15.28,5.29,2.1,765.52,0.26,(09/03/21 06:20:00),743.093724,5.179916977
,SHA,Stream,Summer,76,NA,9/3/2021,6:30:00,13.5,9/3/2021 6:30,up,15.26,5.28,2.1,765.52,0.26,(09/03/21 06:30:00),743.0921918,5.18089835
,SHA,Stream,Summer,77,NA,9/3/2021,6:40:00,13.7,9/3/2021 6:40,up,15.24,5.31,2.1,765.37,0.26,(09/03/21 06:40:00),742.9450543,5.181853578
,SHA,Stream,Summer,78,NA,9/3/2021,6:50:00,13.8,9/3/2021 6:50,up,15.22,5.29,2.1,765.6,0.26,(09/03/21 06:50:00),743.1667827,5.182899089
,SHA,Stream,Summer,79,NA,9/3/2021,7:00:00,14,9/3/2021 7:00,up,15.21,5.29,2.1,765.52,0.26,(09/03/21 07:00:00),743.0883604,5.18408121
,SHA,Stream,Summer,80,NA,9/3/2021,7:10:00,14.2,9/3/2021 7:10,up,15.2,5.28,2.1,765.6,0.26,(09/03/21 07:10:00),743.1652497,5.185234846
,SHA,Stream,Summer,81,NA,9/3/2021,7:20:00,14.3,9/3/2021 7:20,up,15.19,5.29,2.1,765.6,0.26,(09/03/21 07:20:00),743.1644831,5.18640196
,SHA,Stream,Summer,82,NA,9/3/2021,7:30:00,14.5,9/3/2021 7:30,up,15.18,5.33,2.1,765.6,0.26,(09/03/21 07:30:00),743.1637165,5.187541764
,SHA,Stream,Summer,83,NA,9/3/2021,7:40:00,14.7,9/3/2021 7:40,up,15.18,5.32,2.1,765.67,0.26,(09/03/21 07:40:00),743.2316651,5.18870972
,SHA,Stream,Summer,84,NA,9/3/2021,7:50:00,14.8,9/3/2021 7:50,up,15.17,5.37,2.1,765.67,0.26,(09/03/21 07:50:00),743.2308984,5.189804945
,SHA,Stream,Summer,85,NA,9/3/2021,8:00:00,15,9/3/2021 8:00,up,15.17,5.4,2.1,765.6,0.26,(09/03/21 08:00:00),743.1629498,5.190862137
,SHA,Stream,Summer,86,NA,9/3/2021,8:10:00,15.2,9/3/2021 8:10,up,15.16,5.45,2.1,765.67,0.26,(09/03/21 08:10:00),743.2301316,5.191820265
,SHA,Stream,Summer,87,NA,9/3/2021,8:20:00,15.3,9/3/2021 8:20,up,15.16,5.51,2.1,765.9,0.26,(09/03/21 08:20:00),743.4533909,5.192934812
,SHA,Stream,Summer,88,NA,9/3/2021,8:30:00,15.5,9/3/2021 8:30,up,15.17,5.58,16.8,765.9,0.26,(09/03/21 08:30:00),743.4541579,5.196844503
,SHA,Stream,Summer,89,NA,9/3/2021,8:40:00,15.7,9/3/2021 8:40,up,15.19,5.63,33.6,765.9,0.26,(09/03/21 08:40:00),743.4556918,5.206299411
,SHA,Stream,Summer,90,NA,9/3/2021,8:50:00,15.8,9/3/2021 8:50,up,15.22,5.76,44.1,765.97,0.26,(09/03/21 08:50:00),743.5259411,5.220063581
,SHA,Stream,Summer,91,NA,9/3/2021,9:00:00,16,9/3/2021 9:00,up,15.26,5.87,56.7,766.05,0.26,(09/03/21 09:00:00),743.6066641,5.236998513
,SHA,Stream,Summer,92,NA,9/3/2021,9:10:00,16.2,9/3/2021 9:10,up,15.31,5.98,75.6,766.05,0.26,(09/03/21 09:10:00),743.6104968,5.258330175
,SHA,Stream,Summer,93,NA,9/3/2021,9:20:00,16.3,9/3/2021 9:20,up,15.37,6.14,319.2,765.82,0.26,(09/03/21 09:20:00),743.3918303,5.326658551
,SHA,Stream,Summer,94,NA,9/3/2021,9:30:00,16.5,9/3/2021 9:30,up,15.41,6.27,100.8,766.12,0.26,(09/03/21 09:30:00),743.6861086,5.394072129
,SHA,Stream,Summer,95,NA,9/3/2021,9:40:00,16.7,9/3/2021 9:40,up,15.48,6.41,382.2,765.9,0.26,(09/03/21 09:40:00),743.4779097,5.467894228
,SHA,Stream,Summer,96,NA,9/3/2021,9:50:00,16.8,9/3/2021 9:50,up,15.54,6.55,489.3,765.97,0.26,(09/03/21 09:50:00),743.5504521,5.608048179
,SHA,Stream,Summer,97,NA,9/3/2021,10:00:00,17,9/3/2021 10:00,up,15.6,6.66,548.1,765.97,0.26,(09/03/21 10:00:00),743.555042,5.768003368
,SHA,Stream,Summer,98,NA,9/3/2021,10:10:00,17.2,9/3/2021 10:10,up,15.67,6.79,617.4,765.97,0.26,(09/03/21 10:10:00),743.5603944,5.939099444
,SHA,Stream,Summer,99,NA,9/3/2021,10:20:00,17.3,9/3/2021 10:20,up,15.74,6.87,667.8,765.97,0.26,(09/03/21 10:20:00),743.5657443,6.11877498
,SHA,Stream,Summer,100,NA,9/3/2021,10:30:00,17.5,9/3/2021 10:30,up,15.8,6.98,730.8,765.9,0.26,(09/03/21 10:30:00),743.5023749,6.305105304
,SHA,Stream,Summer,101,NA,9/3/2021,10:40:00,17.7,9/3/2021 10:40,up,15.85,7.07,816.9,765.82,0.26,(09/03/21 10:40:00),743.4285319,6.504242488
,SHA,Stream,Summer,102,NA,9/3/2021,10:50:00,17.8,9/3/2021 10:50,up,15.93,7.21,930.3,765.6,0.26,(09/03/21 10:50:00),743.2210679,6.724522992
,SHA,Stream,Summer,103,NA,9/3/2021,11:00:00,18,9/3/2021 11:00,up,16,7.33,1094.1,765.6,0.26,(09/03/21 11:00:00),743.2264057,6.978553972
,SHA,Stream,Summer,104,NA,9/3/2021,11:10:00,18.2,9/3/2021 11:10,up,16.09,7.53,844.2,765.9,0.26,(09/03/21 11:10:00),743.5245006,7.196091627
,SHA,Stream,Summer,105,NA,9/3/2021,11:20:00,18.3,9/3/2021 11:20,up,16.2,7.69,1119.3,765.82,0.26,(09/03/21 11:20:00),743.4552179,7.400417883
,SHA,Stream,Summer,106,NA,9/3/2021,11:30:00,18.5,9/3/2021 11:30,up,16.31,7.96,1190.7,765.9,0.26,(09/03/21 11:30:00),743.5412564,7.652169744
,SHA,Stream,Summer,107,NA,9/3/2021,11:40:00,18.7,9/3/2021 11:40,up,16.4,8.16,1266.3,765.9,0.26,(09/03/21 11:40:00),743.5481038,7.910392016
,SHA,Stream,Summer,108,NA,9/3/2021,11:50:00,18.8,9/3/2021 11:50,up,16.5,8.32,1524.6,765.75,0.26,(09/03/21 11:50:00),743.4100832,8.20934966
,SHA,Stream,Summer,109,NA,9/3/2021,12:00:00,19,9/3/2021 12:00,up,16.57,8.4,1593.9,765.9,0.26,(09/03/21 12:00:00),743.5610264,8.544681639
,SHA,Stream,Summer,110,NA,9/3/2021,12:10:00,19.2,9/3/2021 12:10,up,16.64,8.56,1142.4,765.97,0.26,(09/03/21 12:10:00),743.6343019,8.781320809
,SHA,Stream,Summer,111,NA,9/3/2021,12:20:00,19.3,9/3/2021 12:20,up,16.72,8.64,1409.1,765.97,0.26,(09/03/21 12:20:00),743.6403756,8.96369992
,SHA,Stream,Summer,112,NA,9/3/2021,12:30:00,19.5,9/3/2021 12:30,up,16.81,8.77,1453.2,765.9,0.26,(09/03/21 12:30:00),743.5792446,9.188298483
,SHA,Stream,Summer,113,NA,9/3/2021,12:40:00,19.7,9/3/2021 12:40,up,16.9,8.95,1497.3,765.82,0.26,(09/03/21 12:40:00),743.5083995,9.410028697
,SHA,Stream,Summer,114,NA,9/3/2021,12:50:00,19.8,9/3/2021 12:50,up,16.99,9.01,1562.4,765.75,0.26,(09/03/21 12:50:00),743.4472576,9.632949295
,SHA,Stream,Summer,115,NA,9/3/2021,13:00:00,20,9/3/2021 13:00,up,17.08,9.18,1358.7,765.6,0.26,(09/03/21 13:00:00),743.3084395,9.810628135
,SHA,Stream,Summer,116,NA,9/3/2021,13:10:00,20.2,9/3/2021 13:10,up,17.17,9.33,1045.8,765.75,0.26,(09/03/21 13:10:00),743.4608824,9.876238924
,SHA,Stream,Summer,117,NA,9/3/2021,13:20:00,20.3,9/3/2021 13:20,up,17.25,9.39,795.9,765.67,0.26,(09/03/21 13:20:00),743.3892605,9.830258509
,SHA,Stream,Summer,118,NA,9/3/2021,13:30:00,20.5,9/3/2021 13:30,up,17.32,9.51,1610.7,765.67,0.26,(09/03/21 13:30:00),743.3945512,9.89202717
,SHA,Stream,Summer,119,NA,9/3/2021,13:40:00,20.7,9/3/2021 13:40,up,17.38,9.58,1308.3,765.67,0.26,(09/03/21 13:40:00),743.399084,10.04326524
,SHA,Stream,Summer,120,NA,9/3/2021,13:50:00,20.8,9/3/2021 13:50,up,17.45,9.62,1629.6,765.37,0.26,(09/03/21 13:50:00),743.1130939,10.18454438
,SHA,Stream,Summer,121,NA,9/3/2021,14:00:00,21,9/3/2021 14:00,up,17.52,9.64,1472.1,765.45,0.26,(09/03/21 14:00:00),743.1960495,10.34359953
,SHA,Stream,Summer,122,NA,9/3/2021,14:10:00,21.2,9/3/2021 14:10,up,17.6,9.73,1056.3,765.37,0.26,(09/03/21 14:10:00),743.1244081,10.38155981
,SHA,Stream,Summer,123,NA,9/3/2021,14:20:00,21.3,9/3/2021 14:20,up,17.7,9.83,900.9,765.45,0.26,(09/03/21 14:20:00),743.2096201,10.30835067
,SHA,Stream,Summer,124,NA,9/3/2021,14:30:00,21.5,9/3/2021 14:30,up,17.8,9.89,917.7,765.37,0.26,(09/03/21 14:30:00),743.1394758,10.21350563
,SHA,Stream,Summer,125,NA,9/3/2021,14:40:00,21.7,9/3/2021 14:40,up,17.9,9.94,1461.6,765.3,0.26,(09/03/21 14:40:00),743.0790345,10.22905693
